gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
female,NY,19,20000,6,2,2,5,4,3,3,4,7,4,4,3,4,5,4,3,6,2,4,6,4,4,5,5,4,5,4,6,5,6,4,3,2,5,4,3,2,5,3,5,Seraph Guardians,38,2,1,6,3,4,5
male,AR,30,39000,2,4,5,4,5,7,3,6,3,4,3,2,1,2,5,5,5,5,2,5,2,4,2,1,5,5,5,2,5,4,4,5,6,3,5,4,3,3,5,4,Warrior Guild,51,4,1,3,2,6,5
male,OH,21,34000,5,5,1,5,4,4,3,3,3,5,3,2,2,2,1,6,3,5,3,4,4,4,3,3,4,3,4,1,3,3,6,5,6,1,1,6,1,3,1,1,Evercrest,38,4,1,5,2,3,6
male,NY,34,200000,4,4,4,2,4,2,3,2,2,4,7,6,5,5,5,5,5,3,3,7,1,3,5,1,4,3,3,7,2,4,5,3,3,5,4,3,6,7,7,4,Warrior Guild,63,6,2,4,5,3,1
female,ME,18,8000,7,1,3,6,5,5,7,4,1,4,4,2,2,3,2,2,4,2,5,7,5,5,4,7,6,4,6,3,5,7,1,1,1,5,2,4,3,5,3,2,Evercrest,39,1,3,5,2,4,6
female,NY,26,83000,4,3,4,6,4,3,4,2,6,5,7,7,5,6,5,6,6,3,4,5,5,5,7,7,6,4,6,7,3,5,5,3,4,5,6,3,4,7,5,4,Warrior Guild,63,3,2,6,1,5,4
female,IA,23,35000,5,5,5,6,3,2,5,2,4,4,1,6,4,3,1,2,6,4,3,5,4,3,4,3,4,1,3,4,3,5,4,4,4,2,2,4,3,4,4,3,Seraph Guardians,46,2,1,5,3,4,6
male,IN,32,69000,2,6,6,2,7,5,4,7,3,6,7,5,5,2,4,6,5,2,4,2,2,4,6,3,6,6,6,3,6,4,2,2,2,4,3,4,5,6,5,4,Seraph Guardians,72,6,1,3,5,4,2
female,MN,20,21000,7,3,6,7,6,6,6,4,5,1,3,5,7,6,6,4,5,5,5,4,3,4,6,6,6,6,5,7,4,6,7,5,4,7,7,7,6,3,5,7,Warrior Guild,41,2,4,1,3,6,5
male,IL,24,42000,3,4,2,4,7,6,2,5,5,2,2,2,2,2,7,2,6,6,5,4,5,1,2,5,1,6,1,1,6,4,6,6,4,4,5,4,3,1,1,6,Evercrest,46,2,5,3,1,6,4
female,LA,18,11000,6,1,2,6,7,6,6,7,5,1,5,7,6,6,7,1,1,3,4,2,7,5,5,7,6,7,6,5,5,3,2,4,3,6,6,6,4,6,5,6,Seraph Guardians,30,5,2,1,4,6,3
male,FL,26,43000,1,2,4,1,5,5,1,6,5,1,4,4,4,4,5,2,6,5,7,5,7,4,7,6,1,7,3,5,7,7,4,6,5,4,4,2,3,3,3,4,Warrior Guild,42,2,5,3,1,6,4
female,NV,19,25000,4,3,4,6,6,7,7,6,6,4,5,5,4,4,7,5,4,2,5,5,5,7,3,3,7,4,6,5,4,5,3,1,5,5,5,6,6,5,6,7,Warrior Guild,45,5,1,3,6,4,2
male,CA,28,119000,3,6,2,3,3,5,2,3,3,6,5,3,2,3,1,7,4,3,3,3,4,3,3,4,3,4,3,3,5,3,3,2,2,3,3,5,2,5,3,2,Seraph Guardians,78,5,1,4,6,3,2
male,MI,27,52000,4,3,1,4,4,2,3,3,4,4,5,3,3,2,2,4,6,7,3,4,2,4,1,7,1,2,2,2,3,6,6,7,7,3,3,4,2,2,4,2,Warrior Guild,60,2,3,6,1,4,5
female,NY,21,22000,4,4,3,4,6,5,3,5,3,4,3,5,3,6,2,4,3,5,7,3,5,2,5,5,1,7,1,5,7,4,4,3,2,3,4,3,4,2,4,4,Seraph Guardians,29,1,4,2,3,6,5
male,NJ,58,150000,3,6,4,4,2,6,6,6,2,6,7,6,7,5,6,6,5,1,2,7,1,4,6,2,4,1,4,6,4,3,2,3,3,3,4,3,6,6,7,5,Warrior Guild,94,5,1,4,6,3,2
female,TX,26,56000,5,2,5,6,4,6,5,5,4,2,3,6,5,6,4,4,2,4,6,3,4,4,5,4,1,7,2,6,7,4,5,4,5,5,7,3,5,4,3,4,Seraph Guardians,45,2,3,1,4,6,5
male,AL,29,43000,3,3,3,3,7,7,3,7,1,5,4,6,6,5,3,4,2,2,6,2,1,5,6,2,3,7,5,5,7,4,4,4,4,3,2,4,5,2,3,2,Seraph Guardians,42,5,2,1,4,6,3
female,NJ,18,17000,7,3,1,6,3,2,6,2,6,3,3,3,3,5,3,4,4,1,6,3,7,7,4,5,5,4,5,4,5,3,3,2,1,3,4,4,3,4,3,1,Seraph Guardians,20,2,1,5,3,4,6
male,NY,18,11000,3,3,1,3,4,5,3,3,6,3,2,3,3,2,2,2,3,4,4,5,5,4,4,5,3,4,3,5,5,4,7,7,7,3,2,3,1,3,1,4,Warrior Guild,28,2,3,4,1,5,6
female,CA,25,46000,4,1,1,4,7,7,5,7,1,4,4,4,6,4,6,3,5,5,1,6,4,4,3,4,5,2,6,2,2,5,5,4,4,4,1,6,1,3,1,4,Seraph Guardians,40,6,1,5,2,4,3
female,CO,47,113000,4,3,3,5,4,4,6,4,2,4,1,2,3,3,5,4,6,4,2,6,3,7,4,1,5,3,6,3,3,4,6,4,4,7,6,4,1,1,3,7,Warrior Guild,77,6,1,3,5,2,4
male,TX,25,55000,6,5,4,6,1,1,4,1,3,6,2,3,1,4,3,6,3,6,4,4,5,3,3,5,1,5,3,4,4,3,3,4,5,1,1,3,7,3,6,1,Seraph Guardians,50,1,3,6,2,4,5
female,FL,18,6000,3,4,1,4,4,4,4,6,3,3,4,2,2,1,4,3,4,3,4,5,2,5,1,1,4,3,4,1,4,4,2,5,2,2,2,2,1,5,1,3,Evercrest,12,6,1,5,3,2,4
female,OH,65,126000,3,7,5,5,7,7,2,6,1,7,5,5,4,5,4,7,1,5,1,1,1,2,4,1,2,2,3,3,1,1,4,4,2,4,3,6,4,4,5,4,Evercrest,89,5,1,3,6,4,2
female,IL,20,11000,4,3,4,3,1,1,1,3,7,4,1,5,4,6,2,3,6,3,4,4,7,1,2,7,1,6,1,4,6,5,4,4,4,3,2,1,3,1,2,2,Seraph Guardians,17,1,5,3,2,6,4
male,OH,25,60000,6,3,4,6,2,3,4,3,4,2,6,1,3,5,2,2,4,4,4,4,6,5,3,5,4,4,5,3,4,4,3,3,4,6,4,4,5,5,2,3,Warrior Guild,42,1,3,5,2,4,6
male,PA,21,43000,3,4,2,5,3,3,4,3,2,5,2,3,4,6,3,6,2,5,4,3,3,5,5,3,7,4,5,3,3,2,4,5,4,3,3,5,2,4,3,5,Seraph Guardians,46,6,1,3,4,5,2
female,OH,25,31000,3,4,4,4,7,7,3,7,4,4,2,4,6,5,5,4,5,7,6,3,3,4,4,5,6,7,3,5,4,4,5,7,7,3,7,4,5,4,4,5,Warrior Guild,33,3,4,2,1,6,5
female,MN,58,94000,3,7,3,2,7,7,3,5,1,5,2,7,6,5,5,4,5,1,3,3,1,4,7,1,3,3,3,7,2,2,1,1,1,4,6,2,3,4,4,3,Seraph Guardians,83,5,2,3,6,4,1
male,OH,21,19000,3,2,5,5,5,5,4,5,4,3,4,5,6,4,5,1,4,1,6,4,4,2,5,4,1,4,5,5,4,4,3,4,4,5,5,2,4,3,4,5,Warrior Guild,31,3,1,2,5,6,4
female,TX,24,32000,5,6,2,4,7,7,4,5,4,5,5,6,7,6,4,5,6,3,3,4,3,5,6,4,6,2,4,5,1,3,4,4,2,4,4,2,5,3,4,5,Warrior Guild,34,5,1,3,6,4,2
female,UT,18,10000,6,2,3,5,4,6,5,6,5,1,4,7,5,5,6,3,6,3,7,7,6,5,6,7,5,5,4,5,7,5,3,3,3,5,6,7,5,4,4,7,Evercrest,29,2,4,1,3,6,5
male,MI,36,102000,4,3,1,4,5,5,2,6,1,3,5,1,4,4,3,3,4,7,3,3,3,4,2,3,3,2,2,2,2,2,6,7,5,2,1,2,2,3,3,1,Warrior Guild,60,4,1,5,2,6,3
female,ID,62,47000,3,7,4,5,2,2,3,3,1,7,4,2,1,4,5,7,2,2,2,1,1,1,3,1,1,1,1,1,1,3,2,2,1,2,3,3,3,2,3,2,Evercrest,30,4,1,5,6,3,2
female,NJ,18,17000,6,2,6,5,4,6,5,6,5,3,3,4,5,4,3,2,4,4,5,5,5,3,7,7,4,6,5,2,4,5,4,4,4,3,2,5,5,7,4,4,Evercrest,36,1,2,4,3,6,5
female,CA,18,8000,5,4,6,5,5,6,5,7,7,4,3,6,4,7,5,5,5,1,6,4,6,4,4,6,2,4,3,4,3,3,2,1,1,4,3,2,6,4,7,5,Warrior Guild,34,4,1,2,5,6,3
male,NY,30,67000,4,4,3,5,7,7,3,7,3,4,4,5,7,5,3,5,3,1,1,4,5,4,5,3,2,2,3,5,2,5,1,2,4,3,3,4,1,4,1,5,Warrior Guild,58,5,1,3,6,4,2
male,VA,35,184000,3,3,1,5,6,6,3,6,4,5,4,5,5,7,2,5,5,4,6,4,4,4,4,4,4,5,3,3,5,4,7,5,4,3,2,4,1,3,2,3,Evercrest,100,6,1,4,3,5,2
male,UT,38,115000,4,7,3,1,6,7,3,6,3,7,4,7,7,7,7,7,4,4,2,3,1,5,7,3,3,3,4,7,4,2,4,5,5,6,7,4,4,5,5,6,Seraph Guardians,97,6,2,3,5,4,1
male,NC,27,65000,5,5,3,6,3,4,3,4,3,3,5,7,4,6,4,2,6,2,7,3,4,5,7,3,7,5,3,6,4,4,5,3,3,4,5,4,2,3,4,6,Seraph Guardians,48,3,4,2,1,6,5
female,WA,28,42000,4,5,3,4,5,6,4,6,5,3,2,6,7,7,3,4,2,1,7,2,2,5,6,5,4,7,3,6,7,3,3,1,2,3,4,3,4,2,3,4,Seraph Guardians,45,3,2,1,4,6,5
male,IL,37,79000,5,3,1,6,3,3,4,2,1,4,6,2,5,2,3,3,6,4,3,6,2,3,3,2,3,1,4,3,3,7,4,4,6,3,3,5,2,6,3,3,Warrior Guild,68,3,2,6,4,1,5
male,MD,53,133000,7,3,1,7,4,2,7,3,1,4,3,2,3,4,6,2,3,6,2,4,2,4,3,1,4,1,3,3,1,4,4,6,4,2,3,5,2,4,1,4,Warrior Guild,64,3,1,4,5,2,6
female,OH,25,43000,2,7,2,4,3,1,4,2,3,7,2,3,3,1,1,6,4,3,3,5,5,4,2,4,3,3,3,2,4,4,3,5,3,2,1,3,4,2,3,2,Evercrest,38,3,1,6,5,2,4
female,FL,18,10000,3,5,4,3,6,2,4,5,6,4,4,5,2,4,2,6,4,4,6,6,5,3,5,5,3,3,1,3,4,5,7,7,6,3,2,4,3,5,2,5,Warrior Guild,34,2,3,6,1,4,5
male,CA,23,56000,7,6,5,5,7,7,6,7,5,4,4,5,5,6,6,5,7,4,4,6,3,4,4,3,2,3,5,6,4,5,4,5,3,7,5,4,4,6,3,5,Seraph Guardians,50,4,1,3,6,5,2
female,NC,38,82000,4,3,4,4,7,5,4,5,1,4,4,7,7,5,3,3,3,6,4,5,2,5,7,3,5,3,5,7,3,4,6,5,4,3,5,6,5,5,4,6,Warrior Guild,63,5,1,3,4,6,2
male,TX,29,89000,5,6,4,4,6,5,3,4,4,7,7,6,4,4,3,6,3,1,4,2,3,2,7,3,2,1,1,5,5,3,1,1,1,3,5,2,3,6,5,5,Seraph Guardians,62,5,1,3,6,4,2
male,WI,36,111000,6,6,5,6,7,7,4,7,2,4,5,5,7,6,5,4,4,4,3,4,2,1,6,1,2,2,3,4,4,6,4,4,6,4,4,4,5,6,3,5,Seraph Guardians,65,5,1,3,6,4,2
male,IL,23,17000,4,7,4,5,5,4,3,3,4,7,3,4,4,4,1,7,4,5,2,3,3,3,1,4,1,2,3,3,2,4,5,5,3,3,1,1,2,1,2,4,Seraph Guardians,35,4,1,6,5,2,3
male,NJ,18,21000,5,7,2,1,5,4,4,5,4,6,2,3,4,5,2,7,3,1,3,2,4,3,4,4,5,2,3,4,3,4,1,1,1,1,2,5,3,3,4,2,Warrior Guild,26,4,1,5,6,3,2
female,VA,25,53000,7,1,1,5,4,5,4,6,3,1,4,4,4,2,7,1,5,5,3,4,4,3,3,6,4,4,5,4,3,4,2,3,1,4,4,5,3,3,3,6,Seraph Guardians,39,2,3,1,4,6,5
male,SC,20,30000,2,5,2,4,6,6,2,5,4,5,2,4,4,5,3,5,4,2,3,3,4,1,5,4,2,3,2,5,1,5,3,1,2,5,6,2,2,1,2,7,Evercrest,43,4,2,3,6,5,1
male,IN,57,76000,3,6,2,1,3,3,1,3,1,4,2,3,3,1,1,6,4,1,2,4,1,1,4,1,2,2,1,5,1,4,2,1,1,1,2,2,2,4,3,1,Warrior Guild,52,5,1,4,6,3,2
male,OH,20,26000,6,5,3,5,4,3,5,3,5,6,3,4,4,4,1,4,2,4,3,4,4,4,6,4,3,2,2,5,2,4,4,4,4,2,4,3,4,3,1,4,Warrior Guild,32,2,1,6,3,4,5
female,GA,37,107000,4,4,5,7,7,5,3,5,5,5,5,5,4,4,3,5,7,5,3,5,3,5,6,3,4,3,5,3,4,5,5,5,2,2,4,4,3,6,6,4,Seraph Guardians,77,6,1,4,5,3,2
female,MA,55,69000,6,7,5,4,5,5,7,6,2,7,2,4,5,5,5,7,2,1,3,3,1,5,2,1,4,2,4,2,1,3,1,1,3,4,7,5,4,4,5,4,Seraph Guardians,49,5,1,3,6,4,2
male,TX,18,11000,6,3,1,6,6,5,5,4,4,2,4,3,5,3,3,3,4,3,4,3,5,4,2,5,5,4,4,4,3,3,3,4,4,1,3,7,1,1,2,1,Warrior Guild,20,3,1,4,2,5,6
male,IL,19,30000,5,4,2,5,6,4,4,5,6,5,5,4,7,5,4,6,5,4,4,6,5,5,4,6,5,4,6,5,5,4,4,5,4,3,4,6,1,5,3,3,Evercrest,34,2,1,6,3,5,4
male,NV,23,53000,4,7,1,4,5,4,5,4,4,6,3,1,4,4,2,5,3,4,3,1,3,1,2,2,4,2,4,2,4,3,2,2,5,1,1,5,1,6,1,4,Seraph Guardians,43,4,1,6,5,2,3
male,NY,33,81000,6,3,2,6,3,5,7,5,4,5,3,3,5,3,2,5,5,3,5,4,5,5,1,4,4,5,6,3,7,6,5,2,3,2,1,6,3,3,3,2,Seraph Guardians,50,2,1,5,3,4,6
male,TX,24,60000,1,4,4,1,6,4,1,6,6,3,3,1,1,2,1,3,5,5,7,4,7,2,2,7,2,7,2,1,5,4,6,5,5,2,3,2,4,6,3,2,Seraph Guardians,46,2,5,3,1,6,4
male,OH,41,76000,4,7,5,4,3,3,6,3,2,6,7,5,6,5,1,4,7,6,2,5,1,4,6,1,3,2,5,5,1,6,5,5,5,4,3,5,5,5,4,2,Seraph Guardians,60,6,1,4,5,3,2
male,GA,18,10000,4,6,4,4,4,6,2,5,5,5,4,6,5,6,3,4,4,4,6,5,2,4,4,3,3,6,2,4,5,3,2,2,1,5,2,1,3,4,4,4,Seraph Guardians,21,4,1,3,5,6,2
male,OH,25,31000,1,4,2,1,3,3,2,1,3,4,2,4,3,4,2,3,7,5,5,7,4,3,4,4,2,2,3,2,3,7,7,7,6,3,2,2,5,3,4,3,Warrior Guild,46,2,5,4,1,6,3
male,NC,33,104000,4,7,5,7,7,7,4,7,3,7,4,4,6,4,4,7,1,4,2,1,2,3,7,2,4,2,6,5,1,1,3,3,5,6,3,5,4,3,4,4,Warrior Guild,64,5,1,3,6,4,2
male,MS,34,55000,2,4,6,3,7,6,3,5,2,4,7,4,5,5,6,2,4,3,2,3,4,5,6,1,3,1,6,3,3,7,4,2,2,7,7,2,5,7,6,7,Warrior Guild,44,6,2,3,5,4,1
female,AL,19,9000,3,4,3,3,7,6,7,7,4,2,6,4,5,6,3,5,7,5,5,6,5,7,4,3,6,6,5,6,7,6,6,4,6,4,5,6,5,6,5,3,Evercrest,23,5,1,2,3,6,4
female,MS,26,54000,7,5,2,7,1,2,6,2,4,6,4,2,3,2,4,5,4,7,5,4,2,5,4,4,6,5,5,1,4,4,3,4,4,6,4,7,2,3,1,3,Warrior Guild,48,4,2,5,3,1,6
female,CA,20,21000,2,4,3,3,5,5,2,5,6,3,2,4,4,2,1,4,3,7,5,4,4,2,1,6,4,5,4,2,4,4,7,7,7,2,3,5,2,2,5,2,Evercrest,31,2,3,4,1,6,5
female,KY,28,50000,6,1,5,6,7,5,6,5,2,2,4,5,4,4,5,1,2,2,3,2,1,6,5,4,6,5,5,6,6,3,2,1,4,3,6,6,5,3,5,4,Evercrest,47,4,1,2,5,6,3
male,VA,30,49000,2,7,4,3,3,3,1,4,2,5,3,6,4,5,2,7,5,1,2,4,1,2,6,4,1,1,1,5,2,5,2,1,1,1,1,2,4,3,2,2,Warrior Guild,54,4,2,5,6,3,1
male,DE,21,20000,2,7,5,3,5,6,3,6,2,6,2,3,1,3,3,6,6,5,3,3,5,2,5,1,3,1,2,4,3,4,4,5,5,4,4,4,2,3,4,5,Warrior Guild,29,6,1,4,5,3,2
female,IL,20,36000,5,4,5,3,5,5,5,7,4,4,3,7,5,7,6,3,7,5,7,7,3,7,6,6,6,6,7,7,6,7,3,4,4,5,6,4,6,5,6,6,Warrior Guild,53,4,3,1,2,6,5
female,IN,18,9000,7,2,5,4,4,2,7,3,6,3,1,4,4,5,4,4,4,2,6,7,4,6,4,5,6,6,7,6,5,6,2,1,2,7,6,6,3,4,2,5,Evercrest,28,1,4,2,3,5,6
male,DE,20,40000,5,2,4,6,4,4,6,4,4,2,4,3,4,4,2,1,5,1,5,2,6,5,2,4,7,6,7,3,5,5,1,2,4,4,3,6,2,7,2,2,Seraph Guardians,46,4,1,5,2,3,6
male,TX,20,25000,5,2,4,2,4,7,3,3,5,3,4,5,5,5,3,4,6,3,5,5,5,3,3,4,1,6,1,4,6,6,4,3,7,4,4,3,4,1,4,3,Warrior Guild,38,1,5,3,2,6,4
male,SC,19,21000,3,6,2,3,4,3,5,3,2,6,1,4,4,2,2,6,3,2,2,5,3,4,4,4,2,4,3,5,6,5,3,4,3,1,2,4,4,3,2,4,Evercrest,29,3,1,4,2,6,5
female,NV,35,100000,4,4,6,4,7,7,4,7,3,4,5,4,7,7,5,5,4,3,1,4,2,1,7,3,1,1,1,7,1,5,4,3,1,6,5,5,6,4,6,7,Seraph Guardians,78,5,2,3,6,4,1
female,IL,31,59000,5,4,7,4,5,5,4,6,3,4,4,4,4,5,3,2,3,2,7,3,2,6,7,3,2,7,5,5,7,5,3,5,3,3,4,5,6,3,4,2,Warrior Guild,52,3,2,1,5,6,4
female,WA,25,70000,5,4,7,6,4,2,5,6,6,4,1,4,5,4,4,4,3,1,7,4,6,5,4,5,4,5,5,5,4,4,2,1,2,7,5,6,7,3,7,7,Seraph Guardians,59,2,3,1,4,6,5
female,NM,58,81000,5,7,3,6,7,7,5,5,1,7,3,7,7,7,6,7,2,3,1,4,1,4,4,1,4,1,2,7,2,4,2,2,4,3,5,5,1,2,1,6,Warrior Guild,53,5,1,4,6,3,2
female,GA,57,94000,6,7,4,6,4,5,6,5,1,7,5,6,5,6,4,7,1,1,2,2,2,3,6,1,4,1,6,7,3,3,1,1,1,4,2,5,3,6,4,3,Evercrest,69,5,1,4,6,3,2
female,AL,34,115000,4,4,4,6,5,6,5,6,3,6,2,4,4,5,2,4,5,2,2,5,2,5,4,3,7,4,6,5,3,5,2,5,2,5,5,5,4,1,5,3,Warrior Guild,75,6,1,2,5,3,4
male,CA,19,15000,6,3,6,3,5,6,2,4,4,4,3,5,5,6,5,4,6,4,5,6,5,4,6,7,4,5,2,5,4,7,4,5,5,5,4,4,4,6,5,4,Warrior Guild,44,1,2,5,3,6,4
male,MA,21,47000,5,2,6,2,7,7,5,7,5,6,3,3,7,6,3,3,4,1,6,5,4,5,5,4,6,6,6,4,7,7,1,4,1,3,5,6,6,4,5,5,Warrior Guild,39,5,2,1,4,6,3
male,CA,23,35000,4,4,4,4,7,7,5,6,5,5,3,5,5,4,4,6,3,1,7,4,3,6,7,5,7,6,4,6,7,5,1,2,1,4,7,4,3,5,5,6,Warrior Guild,44,5,2,1,4,6,3
male,NV,31,61000,4,4,1,5,5,6,1,5,3,4,6,6,4,6,5,6,5,4,4,4,3,1,4,3,1,4,1,4,3,3,4,4,4,4,5,3,1,5,1,4,Warrior Guild,50,4,2,3,6,5,1
female,TX,30,48000,7,4,4,7,5,4,5,4,4,1,6,3,3,3,5,2,3,5,2,2,5,6,4,4,5,2,6,3,4,4,4,4,4,6,6,7,6,5,6,5,Evercrest,40,3,1,4,6,2,5
male,NC,19,33000,3,1,4,3,1,2,2,2,7,3,3,2,4,5,4,2,6,7,6,6,7,1,5,7,1,7,1,4,6,5,7,6,6,1,3,2,2,3,4,2,Seraph Guardians,36,2,4,3,1,6,5
female,AL,20,18000,4,2,4,2,7,6,3,5,3,3,5,4,6,3,6,4,6,4,5,3,5,1,5,2,3,4,1,3,6,5,4,3,4,4,5,3,4,3,6,5,Evercrest,37,2,4,1,5,6,3
female,SC,37,60000,7,5,3,7,4,3,6,3,1,5,4,5,4,5,4,4,3,5,6,6,4,6,5,2,7,4,5,4,5,7,5,3,2,3,5,7,4,5,5,4,Evercrest,62,2,1,3,5,4,6
male,KS,29,51000,3,7,3,4,7,7,2,7,4,6,4,3,5,3,4,5,3,2,2,5,2,2,4,1,3,1,4,2,3,5,4,3,4,3,5,3,4,3,4,4,Evercrest,43,6,1,4,5,3,2
male,CA,31,124000,5,4,5,4,7,7,5,7,4,7,6,7,7,7,3,4,3,4,2,3,3,5,6,5,4,2,5,6,2,4,4,4,3,4,5,5,6,6,6,5,Evercrest,99,5,1,3,6,4,2
female,NM,21,17000,5,4,4,5,3,2,3,1,3,4,4,2,2,1,1,6,5,5,2,5,4,2,2,5,5,4,3,1,4,4,4,5,3,2,1,5,3,2,4,2,Evercrest,23,1,3,5,2,4,6
male,FL,24,27000,1,2,2,2,7,7,2,7,4,2,4,6,6,6,2,3,2,6,5,3,3,1,6,5,2,6,2,3,3,4,7,5,7,3,3,4,2,4,3,5,Seraph Guardians,46,5,4,3,1,6,2
female,CA,22,36000,4,5,1,3,7,7,4,7,3,5,3,4,6,5,4,5,4,7,4,2,3,4,5,5,3,6,3,5,3,5,7,5,5,2,5,4,1,3,3,1,Evercrest,49,5,1,3,4,6,2
male,PA,30,84000,4,4,1,3,4,6,4,5,6,4,3,6,4,4,3,3,6,7,4,4,5,2,3,5,2,1,2,4,3,5,7,7,6,2,3,4,1,3,1,3,Evercrest,68,3,2,6,1,4,5
male,WA,24,99000,4,3,4,3,7,7,5,7,3,5,3,6,5,6,5,4,2,2,3,3,2,3,6,3,4,4,3,6,2,4,2,6,3,4,6,3,4,3,4,5,Warrior Guild,74,4,2,3,6,5,1
male,FL,28,52000,5,4,4,5,7,7,7,7,2,4,5,7,6,7,3,5,2,4,2,2,2,3,4,2,3,2,3,7,1,2,5,5,6,2,1,5,2,5,1,1,Seraph Guardians,59,5,1,3,6,4,2
female,CA,31,100000,7,6,1,6,2,1,6,1,4,4,1,2,1,3,4,5,2,1,4,4,1,7,3,2,5,4,7,2,5,2,1,3,3,3,4,6,2,3,2,4,Evercrest,47,5,1,4,3,2,6
male,KY,29,67000,2,2,1,3,6,7,3,6,2,2,3,3,5,2,1,4,7,7,4,7,4,3,4,5,4,2,3,2,1,7,7,7,7,1,1,3,1,3,2,1,Seraph Guardians,51,3,2,5,1,4,6
male,MA,26,126000,5,5,6,5,4,6,4,4,2,5,4,4,3,4,5,3,5,3,4,5,4,4,4,4,1,5,2,4,4,5,3,3,3,4,4,4,6,2,4,6,Evercrest,76,2,3,1,5,6,4
male,TX,42,78000,1,3,4,2,5,6,4,4,2,7,1,3,4,4,3,4,3,4,2,2,2,7,4,3,4,4,5,4,3,2,4,6,2,3,1,5,4,1,5,3,Seraph Guardians,78,6,1,3,4,5,2
female,LA,33,98000,4,5,4,3,3,4,5,4,3,7,3,5,3,5,6,5,2,2,4,3,1,3,3,4,1,4,2,3,5,1,2,3,1,4,6,4,3,2,5,5,Evercrest,71,4,1,3,6,5,2
female,TN,19,19000,4,4,3,3,2,4,3,3,4,4,3,3,2,3,1,3,2,4,5,4,5,1,5,5,2,5,2,2,5,4,5,5,3,2,2,3,1,6,3,2,Warrior Guild,31,1,3,6,2,5,4
male,NC,34,52000,4,4,5,4,4,4,6,4,3,5,5,6,4,3,7,4,4,4,3,5,3,5,6,1,4,2,3,7,1,6,3,2,2,7,6,4,7,7,6,7,Evercrest,63,5,2,3,6,4,1
male,TX,23,46000,5,3,5,6,7,6,5,7,2,3,1,6,6,7,4,3,7,1,7,5,5,7,7,5,5,5,6,4,3,6,1,1,1,6,7,5,4,5,4,6,Warrior Guild,40,3,2,1,5,6,4
male,CA,26,83000,5,4,2,5,1,3,4,2,5,5,6,4,4,5,5,3,3,2,2,1,6,6,3,4,6,2,5,4,3,1,4,4,6,5,3,5,1,3,1,5,Evercrest,54,5,1,6,2,3,4
female,NY,28,42000,2,6,4,4,2,3,3,3,4,5,4,3,3,4,3,6,3,4,4,1,2,1,2,4,2,2,1,2,2,1,5,5,3,3,5,1,4,4,5,4,Evercrest,32,3,2,4,6,5,1
male,CA,29,119000,3,4,5,3,7,7,5,7,1,5,4,5,6,4,6,6,5,4,3,5,4,1,4,3,3,4,3,4,1,6,4,5,6,5,6,4,4,3,3,5,Evercrest,86,4,2,3,6,5,1
male,HI,24,69000,5,4,3,3,7,7,5,7,3,6,4,6,7,6,6,6,3,1,2,4,3,3,6,3,4,1,3,6,1,3,1,1,1,6,3,4,2,3,3,4,Warrior Guild,52,5,1,3,6,4,2
male,CA,21,27000,4,3,4,3,5,6,4,4,5,2,3,7,7,7,1,3,5,3,5,6,6,5,7,6,3,5,4,7,3,4,4,4,3,1,2,4,2,4,2,2,Warrior Guild,33,4,2,3,1,6,5
female,CO,45,63000,6,5,3,5,4,4,4,4,1,5,2,4,3,4,3,5,1,2,2,2,1,7,3,1,4,2,3,3,2,2,3,3,3,4,3,5,2,1,4,4,Warrior Guild,48,6,1,2,5,4,3
male,FL,27,67000,7,3,1,5,7,7,6,7,4,4,1,2,4,3,3,3,2,4,3,3,2,4,1,4,5,3,4,3,5,6,6,6,7,3,3,4,1,1,1,3,Evercrest,70,4,1,5,2,3,6
male,MO,26,44000,2,5,5,4,6,6,6,5,3,5,2,4,5,4,3,5,6,3,2,4,3,5,6,4,3,1,6,5,1,4,4,3,4,3,2,3,7,2,7,4,Warrior Guild,31,6,1,5,3,4,2
female,OR,19,19000,3,3,3,3,6,7,5,7,4,2,4,2,5,5,6,1,3,1,7,3,6,2,7,7,2,7,2,5,6,2,2,1,1,5,5,1,5,3,4,5,Warrior Guild,43,2,4,1,5,6,3
male,FL,18,21000,5,2,3,2,4,3,5,4,6,3,1,3,2,1,5,4,5,5,7,1,5,7,1,7,6,7,5,1,7,4,3,4,5,2,3,5,3,2,2,2,Seraph Guardians,25,2,4,3,1,5,6
female,LA,22,22000,4,7,5,5,6,6,5,7,4,7,4,6,6,6,3,7,5,2,3,3,4,5,6,3,3,6,5,6,5,3,4,4,4,2,3,7,2,5,3,5,Seraph Guardians,40,5,1,3,6,4,2
female,CA,19,17000,5,4,4,5,6,7,5,6,6,5,3,5,5,2,2,2,5,5,5,5,5,5,3,5,4,3,6,5,3,5,4,6,5,5,3,6,3,4,4,3,Seraph Guardians,38,2,1,4,3,6,5
